yacimiento;refMLH;refHesperia;texto;municipio;provincia;material;soporte;direccion_escritura;tecnica;signario;sistema_dual;separadores;datacion
Desconocido;K.;SP.02.12SUSPECTA;atikibikar:iskinikos;Desconocido;Desconocida;BRONCE;TESERA;DEXTROGIRA;INCISION;CELTIBERICO W.;NO DUAL;dos o tres puntos;Finales del siglo - III hasta, aproximadamente, el cambio de la era.
Desconocido;K.;SP.02.09SUSPECTA;okelaka:kar;Desconocido;Desconocida;BRONCE;TESERA;DEXTROGIRA;INCISION;CELTIBERICO E.;NO DUAL;un punto?;Finales del siglo - III hasta, aproximadamente, el cambio de la era.
Desconocido;K.;SP.02.17FALSA;routaikinakar;Desconocido;Desconocida;BRONCE;TESERA;DEXTROGIRA;INCISION;CELTIBERICO W.;NO APLICA;CARECE;El epígrafe parece ser moderno. El soporte posiblemente no.
Desconocido;K.;SP.02.10SUSPECTA;uskika:kar;Desconocido;Desconocida;BRONCE;TESERA;DEXTROGIRA;PUNTILLADO;CELTIBERICO W.;NO DUAL;uno o dos puntos;Finales del siglo - III hasta, aproximadamente, el cambio de la era.
Desconocido;K.;SP.02.11SUSPECTA;letuitos likuikum;Desconocido;Desconocida;BRONCE;;DEXTROGIRA;INCISION;CELTIBERICO W.;NO DUAL;CARECE;Finales del siglo - III hasta, aproximadamente, el cambio de la era.
Castro de Villasviejas de Tamuja;K.;CC.04.01;TAMVS̲IENS̲IS̲ CAR;Botija;Cáceres;BRONCE;TESERA;DEXTROGIRA;PUNTILLADO;LATINO;NO APLICA;CARECE;Del siglo -I hasta el siglo I.
Desconocido;K.;SP.02.26SUSPECTA;+ILICICOS A̲ ++RO̲;Desconocido;Desconocida;BRONCE;TESERA;DEXTROGIRA;INCISION;LATINO;NO APLICA;CARECE;Del siglo -I hasta el siglo I.
Desconocido;K.;SP.02.27;o̲ilaunika kar;Desconocido;Desconocida;BRONCE;TESERA;DEXTROGIRA;INCISION;CELTIBERICO W.;NO DUAL;CARECE;Finales del siglo - III hasta, aproximadamente, el cambio de la era.
La Caridad;K.05;TE.04.11;lazuro:kosokum: tarmestutez:kar;Caminreal;Teruel;BRONCE;TESERA;DEXTROGIRA;PUNTILLADO;CELTIBERICO W.;NO DUAL;un punto;Desde las últimas décadas del siglo - II a una fecha entre los años -75/-72.
Desconocido;K.;SP.02.24;kamasiosuei ikenionke setantunos;Desconocido;Desconocida;BRONCE;TESERA;DEXTROGIRA;INCISION;CELTIBERICO E.;NO DUAL;CARECE;Finales del siglo - III hasta, aproximadamente, el cambio de la era.
Desconocido;K. MLH IV (08) p. 355;SP.02.29SUSPECTA;A: bekuenbetilire̱ B: sekobirikea;Desconocido;Desconocida;PLOMO;LAMINA/PLANCHA;DEXTROGIRA;INCISION;CELTIBERICO E. / LEVANTINO;NO DUAL;CARECE;Finales del siglo III a.C. - cambio de la era.
Paredes de Nava;K.15;P.02.02;AR[G]AILICA CAR;Paredes de Nava;Palencia;BRONCE;TESERA;DEXTROGIRA;PUNTILLADO;LATINO;NO APLICA;CARECE;Del siglo -I hasta el siglo I.
Ubierna;K.;BU.02.01;AMBATO VIROVARCO MV+NOIMO ELANOSO:LVBOS CAIRO ANT 3 M̲ NNIMV:RI AMITI:MVM VIROVACOM 6;Ubierna;Burgos;BRONCE;TESERA;DEXTROGIRA;INCISION;LATINO;NO APLICA;cuatro puntos;Del siglo -I hasta el siglo I.
Desconocido;K.;SP.02.28 FALSA;kaar;Desconocido;Desconocida;BRONCE;TESERA;DEXTROGIRA;INCISION;CELTIBERICO;NO DUAL;CARECE;Siglos XIX - XX.
Poyo de Mara (Segeda I);K.;Z.07.01;aresinu;Mara;Zaragoza;CERAMICA;fusayola;DEXTROGIRA;INCISION;CELTIBERICO E.;NO DUAL;CARECE;Finales del -III hasta el 156 a.C. ante quem
Desconocido;K.;CU.00.02;A: useizunei:toutin- okum:tirtotulu:baston- iam:esokez:rouzun- ei:auzimei:uta:iskuez:e- saikos:zizeti:istarei:5 sekuatuz:melmaz:nekoz:tu- liese:maro̱mizom: arei:silabur:tako:esoki- aiz: B: abulei:kai- kokum:tatuz;Desconocido;Cuenca;PLOMO;LAMINA/PLANCHA;DEXTROGIRA;INCISION;CELTIBERICO E.;NO DUAL;DOS PUNTOS;Finales del siglo - III hasta, aproximadamente, el cambio de la era.
El Castillejo de Valdecañas?;K./M.;CC.02.01SUSPECTA;loukiakinos abe;Almaraz;Cáceres;HIERRO;ARMA;DEXTROGIRA;INCISION;CELTIBERICO W.;NO DUAL;CARECE;Entre el último cuarto del siglo II y el I a.e.
Ormiñén;K.;NA.07.01;namato+[---];Fitero;Navarra;BRONCE;TESERA;DEXTROGIRA;PUNTILLADO;CELTIBERICO E.;NO DUAL;CARECE;Fecha post quem: -III. Fecha ante quem, la cronología sertoriana del campamento militar del que parece proceder, entre el -77 y el -74.
Ormiñén, Ermita de San Sebastián;K.;NA.07.02;ṯe̱rdabiizum:kaa̱r;Cintruénigo;Navarra;BRONCE;TESERA;;INCISION;CELTIBERICO E.;DUAL;cuatro puntos;Fecha post quem: -III. Fecha ante quem, la cronología sertoriana del campamento militar del que parece proceder, entre el -77 y el -74.
Necrópolis de Las Ruedas (Pintia);K.;VA.02.01;"tekebelt;bagt;kaatokotatu";Padilla de Duero/Peñafiel;Valladolid;CERAMICA;fusayola;DEXTROGIRA;INCISION;CELTIBERICO E.;NO DUAL;CARECE;Entre el último tercio del s. II a.C. y la primera mitad del I a.C.
Ciadueña, Las Eras;K.;SO.07.01;A: lakai: B: laiu̲ikaino: C: balatioku;Barca;Soria;BRONCE;TESERA;DEXTROGIRA;PUNTILLADO;CELTIBERICO, probablemente oriental (Simón Cornago 2013);NO DUAL;DOS PUNTOS;Finales del siglo - III hasta, aproximadamente, el cambio de la era.
Inestrillas (Contrebia Leucada);K.;LO.05.02;ska;Aguilar del Río Alhama;La Rioja;CERAMICA;RECIPIENTE;LEVOGIRA;impresión e incisión;CELTIBERICO;NO DUAL;CARECE;Mediados del s. - II / s. -I
El Castejón;K./E.;NA.10.01;nalbanke+;Arguedas;Navarra;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;CELTIBERICO;NO DUAL;CARECE;Finales del siglo - III hasta el s. -I.
Bursao;K.;Z.08.05;n̲a;Borja;Zaragoza;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;CELTIBERICO W.;NO DUAL;CARECE;Finales del siglo - III hasta, aproximadamente, el cambio de la era.
Las Barreras;K.;Z.08.06;[---]boe;Borja;Zaragoza;CERAMICA;RECIPIENTE;LEVOGIRA;INCISION;CELTIBERICO;NO DUAL;CARECE;Finales del siglo - III hasta, aproximadamente, el cambio de la era.
Bursao;K.;Z.08.07;otu m[---];Borja;Zaragoza;CERAMICA;RECIPIENTE;DEXTROGIRA;INCISION;CELTIBERICO E.;NO DUAL;CARECE;Finales del siglo - III hasta, aproximadamente, el cambio de la era.
