site,refMLH,refHesperia,text,municipality,province,material,medium,writing_direction,technique,signary,dual_system,separators,dating,municipality_latitude,municipality_longitude,province_latitude,province_longitude,dating_min,dating_max,dating_mean,dating_width,clean_text,material_cat,material_cat_code,medium_cat,medium_cat_code,writing_direction_cat_code,technique_cat,technique_cat_code,signary_cat,signary_cat_code,dual_system_cat,dual_system_cat_code,separators_cat,separators_cat_code
Ensérune,B.01.270,HER.02.270,iḇu̱śk̲e̱tina̲r̲,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,DUAL,,Incierta: Mediados del siglo III a.C. a cambio de Era.,43.281126097,3.112383369,43.35,3.22,-275.0,1.0,-137.0,276.0,iḇu̱śk̲e̱tina̲r̲,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,DUAL,2,,2
Ensérune,B.01.271,HER.02.271,iḇu̱śk̲e̱tina̲r̲,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,DUAL,CARECE,Incierta: Mediados del siglo III a.C. a cambio de Era.,43.281126097,3.112383369,43.35,3.22,-275.0,1.0,-137.0,276.0,iḇu̱śk̲e̱tina̲r̲,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,DUAL,2,CARECE,1
Ensérune,B.01.272,HER.02.272,kabiŕilo,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Incierta: Mediados del siglo III a.C. a cambio de Era.,43.281126097,3.112383369,43.35,3.22,-275.0,1.0,-137.0,276.0,kabiŕilo,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Ensérune,B.01.273,HER.02.273,balḵa̱ḵe̱ṯu̱ṟ,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Incierta: Mediados del siglo III a.C. a cambio de Era.,43.281126097,3.112383369,43.35,3.22,-275.0,1.0,-137.0,276.0,balḵa̱ḵe̱ṯu̱ṟ,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Ensérune,B.01.274,HER.02.274,b̲i̲lostibaś:aḿi,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,DUAL,DOS PUNTOS,Incierta: Mediados del siglo III a.C. a cambio de Era.,43.281126097,3.112383369,43.35,3.22,-275.0,1.0,-137.0,276.0,b̲i̲lostibaś:aḿi,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,DUAL,2,DOS PUNTOS,3
Ensérune,B.01.275,HER.02.275,-]tesuŕ,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Incierta: Mediados del siglo III a.C. a cambio de Era.,43.281126097,3.112383369,43.35,3.22,-275.0,1.0,-137.0,276.0,[---]tesuŕ,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Ensérune,B.01.276,HER.02.276,ạḳo,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Incierta: Mediados del siglo III a.C. a cambio de Era.,43.281126097,3.112383369,43.35,3.22,-275.0,1.0,-137.0,276.0,ạḳo,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Ensérune,B.01.277,HER.02.277,eś,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,,Incierta: Mediados del siglo III a.C. a cambio de Era.,43.281126097,3.112383369,43.35,3.22,-275.0,1.0,-137.0,276.0,eś,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,,2
Ensérune,B.01.278,HER.02.278,i̲ś,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Incierta: Mediados del siglo III a.C. a cambio de Era.,43.281126097,3.112383369,43.35,3.22,-275.0,1.0,-137.0,276.0,i̲ś,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Ensérune,B.01.279,HER.02.279,kan̲,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Incierta: Mediados del siglo III a.C. a cambio de Era.,43.281126097,3.112383369,43.35,3.22,-275.0,1.0,-137.0,276.0,kan̲,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Ensérune,B.01.280,HER.02.280,kab̲a̲,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Incierta: Mediados del siglo III a.C. a cambio de Era.,43.281126097,3.112383369,43.35,3.22,-275.0,1.0,-137.0,276.0,kab̲a̲,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Ensérune,B.01.281,HER.02.281,t̲i̲+,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Incierta: Mediados del siglo III a.C. a cambio de Era.,43.281126097,3.112383369,43.35,3.22,-275.0,1.0,-137.0,276.0,t̲i̲+,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Ensérune,B.01.282,HER.02.282,eu[,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Incierta: Mediados del siglo III a.C. a cambio de Era.,43.281126097,3.112383369,43.35,3.22,-275.0,1.0,-137.0,276.0,eu[,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Ensérune,B.01.283,HER.02.283,ḿbaŕadin[,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,DUAL,CARECE,Incierta: Mediados del siglo III a.C. a cambio de Era.,43.281126097,3.112383369,43.35,3.22,-275.0,1.0,-137.0,276.0,ḿbaŕadin[,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,DUAL,2,CARECE,1
Ensérune,B.01.284,HER.02.284,]ḿbe,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Incierta: Mediados del siglo III a.C. a cambio de Era.,43.281126097,3.112383369,43.35,3.22,-275.0,1.0,-137.0,276.0,]ḿbe,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Ensérune,B.01.285,HER.02.285,a) śan[--]k̲i̲ b) n[-]+,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Incierta: Mediados del siglo III a.C. a cambio de Era.,43.281126097,3.112383369,43.35,3.22,-275.0,1.0,-137.0,276.0,a) śan[---]]k̲i̲ b) n++,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Ensérune,B.01.286,HER.02.286,śenikate[,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Incierta: Mediados del siglo III a.C. a cambio de Era.,43.281126097,3.112383369,43.35,3.22,-275.0,1.0,-137.0,276.0,śenikate[,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Ensérune,B.01.287,HER.02.287,uti[,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,DUAL,,Incierta: Mediados del siglo III a.C. a cambio de Era.,43.281126097,3.112383369,43.35,3.22,-275.0,1.0,-137.0,276.0,uti[,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,DUAL,2,,2
Ensérune,B.01.288,HER.02.288,]ịle̲,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Incierta: Mediados del siglo III a.C. a cambio de Era.,43.281126097,3.112383369,43.35,3.22,-275.0,1.0,-137.0,276.0,]ịle̲,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Ensérune,B.01.289,HER.02.289,]ịte,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Incierta: Mediados del siglo III a.C. a cambio de Era.,43.281126097,3.112383369,43.35,3.22,-275.0,1.0,-137.0,276.0,]ịte,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Ensérune,B.01.290,HER.02.290,]+i,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Incierta: Mediados del siglo III a.C. a cambio de Era.,43.281126097,3.112383369,43.35,3.22,-275.0,1.0,-137.0,276.0,]+i,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Ensérune,B.01.291,HER.02.291,]nḿi,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Incierta: Mediados del siglo III a.C. a cambio de Era.,43.281126097,3.112383369,43.35,3.22,-275.0,1.0,-137.0,276.0,]nḿi,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Ensérune,B.01.292,HER.02.292,]nśarenḿi,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,,Incierta: Mediados del siglo III a.C. a cambio de Era.,43.281126097,3.112383369,43.35,3.22,-275.0,1.0,-137.0,276.0,]nśarenḿi,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,,2
Ensérune,B.01.293,HER.02.293,]ịkiadinḿị,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,DUAL,CARECE,Incierta: Mediados del siglo III a.C. a cambio de Era.,43.281126097,3.112383369,43.35,3.22,-275.0,1.0,-137.0,276.0,]ịkiadinḿị,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,DUAL,2,CARECE,1
Ensérune,B.01.294,HER.02.294,]ila*iśarḿi,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Incierta: Mediados del siglo III a.C. a cambio de Era.,43.281126097,3.112383369,43.35,3.22,-275.0,1.0,-137.0,276.0,]ila*iśarḿi,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Ensérune,B.01.295,HER.02.295,]tal,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,DUAL,CARECE,Incierta: Mediados del siglo III a.C. a cambio de Era.,43.281126097,3.112383369,43.35,3.22,-275.0,1.0,-137.0,276.0,]tal,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,DUAL,2,CARECE,1
Ensérune,B.01.296,HER.02.296,]ọn,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Incierta: Mediados del siglo III a.C. a cambio de Era.,43.281126097,3.112383369,43.35,3.22,-275.0,1.0,-137.0,276.0,]ọn,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Ensérune,B.01.297,HER.02.297,]t̲o̲uko · ++[,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,Raya alta,Incierta: Mediados del siglo III a.C. a cambio de Era.,43.281126097,3.112383369,43.35,3.22,-275.0,1.0,-137.0,276.0,]t̲o̲uko · ++[,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,MISC.,7
Ensérune,B.01.299,HER.02.299,]+s,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Incierta: Mediados del siglo III a.C. a cambio de Era.,43.281126097,3.112383369,43.35,3.22,-275.0,1.0,-137.0,276.0,]+s,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Ensérune,B.01.300,HER.02.300,]keu,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,DUAL,CARECE,Incierta: Mediados del siglo III a.C. a cambio de Era.,43.281126097,3.112383369,43.35,3.22,-275.0,1.0,-137.0,276.0,]keu,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,DUAL,2,CARECE,1
Ensérune,B.01.301,HER.02.301,a) ]+b̲i̲a̲+ b) ]ś̲etu*+[,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,DUAL,CARECE,Incierta: de mediados s. III a.C. hasta el cambio de Era.,43.281126097,3.112383369,43.35,3.22,-275.0,1.0,-137.0,276.0,a) ]+b̲i̲a̲+ b) ]ś̲etu*+[,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,DUAL,2,CARECE,1
Ensérune,B.01.302,HER.02.302,]ibeten̲[,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,DUAL,CARECE,Incierta: de mediados s. III a.C. hasta el cambio de Era.,43.281126097,3.112383369,43.35,3.22,-275.0,1.0,-137.0,276.0,]ibeten̲[,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,DUAL,2,CARECE,1
Ensérune,B.01.303,HER.02.303,]iśnt̲i̲[,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Incierta: de mediados s. III a.C. hasta el cambio de Era.,43.281126097,3.112383369,43.35,3.22,-275.0,1.0,-137.0,276.0,]iśnt̲i̲[,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Ensérune,B.01.304,HER.02.304,]kie:n+[,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,DOS PUNTOS,Incierta: de mediados s. III a.C. hasta el cambio de Era.,43.281126097,3.112383369,43.35,3.22,-275.0,1.0,-137.0,276.0,]kie:n+[,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,DOS PUNTOS,3
Ensérune,B.01.305,HER.02.305,]ụlti+[,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,DUAL,CARECE,Incierta: de mediados s. III a.C. hasta el cambio de Era.,43.281126097,3.112383369,43.35,3.22,-275.0,1.0,-137.0,276.0,]ụlti+[,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,DUAL,2,CARECE,1
Ensérune,B.01.306,HER.02.306,n+abaeninbaḿe+[,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Incierta: de mediados s. III a.C. hasta el cambio de Era.,43.281126097,3.112383369,43.35,3.22,-275.0,1.0,-137.0,276.0,n+abaeninbaḿe+[,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Ensérune,B.01.307,HER.02.307,a) ]t̲i̲ b) ]biŕ+[,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Incierta: de mediados s. III a.C. hasta el cambio de Era.,43.281126097,3.112383369,43.35,3.22,-275.0,1.0,-137.0,276.0,a) ]t̲i̲ b) ]biŕ+[,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Ensérune,B.01.308,HER.02.308,[--]baroto+[,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Incierta: de mediados s. III a.C. hasta el cambio de Era.,43.281126097,3.112383369,43.35,3.22,-275.0,1.0,-137.0,276.0,[---]]baroto+[,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Ensérune,B.01.309,HER.02.309,]ṛ́tinga[,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,DUAL,CARECE,Incierta: de mediados s. III a.C. hasta el cambio de Era.,43.281126097,3.112383369,43.35,3.22,-275.0,1.0,-137.0,276.0,]ṛ́tinga[,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,DUAL,2,CARECE,1
Ensérune,B.01.310,HER.02.310,]śunuke · +[,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Incierta: de mediados s. III a.C. hasta el cambio de Era.,43.281126097,3.112383369,43.35,3.22,-275.0,1.0,-137.0,276.0,]śunuke · +[,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Ensérune,B.01.311,HER.02.311,]aŕ[,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Incierta: de mediados s. III a.C. hasta el cambio de Era.,43.281126097,3.112383369,43.35,3.22,-275.0,1.0,-137.0,276.0,]aŕ[,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Ensérune,B.01.312,HER.02.312,]aŕ+[,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Incierta: de mediados s. III a.C. hasta el cambio de Era.,43.281126097,3.112383369,43.35,3.22,-275.0,1.0,-137.0,276.0,]aŕ+[,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Ensérune,B.01.313,HER.02.313,]+ạụ+[,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Incierta: de mediados s. III a.C. hasta el cambio de Era.,43.281126097,3.112383369,43.35,3.22,-275.0,1.0,-137.0,276.0,]+ạụ+[,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Ensérune,B.01.314,HER.02.314,]ei+[,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Incierta: desde mediados del s. III a.C. hasta el cambio de Era.,43.281126097,3.112383369,43.35,3.22,-275.0,1.0,-137.0,276.0,]ei+[,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Ensérune,B.01.315,HER.02.315,]eto[,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Incierta: desde mediados del s. III a.C. hasta el cambio de Era.,43.281126097,3.112383369,43.35,3.22,-275.0,1.0,-137.0,276.0,]eto[,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Ensérune,B.01.316,HER.02.316,]+i+[,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Incierta: desde mediados del s. III a.C. hasta el cambio de Era.,43.281126097,3.112383369,43.35,3.22,-275.0,1.0,-137.0,276.0,]+i+[,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Ensérune,B.01.317,HER.02.317,]i+[,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Incierta: desde mediados del s. III a.C. hasta el cambio de Era.,43.281126097,3.112383369,43.35,3.22,-275.0,1.0,-137.0,276.0,]i+[,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Ensérune,B.01.318,HER.02.318,]kiṇ[,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Incierta: desde mediados del s. III a.C. hasta el cambio de Era.,43.281126097,3.112383369,43.35,3.22,-275.0,1.0,-137.0,276.0,]kiṇ[,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Ensérune,B.01.319,HER.02.319,li̲[,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Incierta: desde mediados del s. III a.C. hasta el cambio de Era.,43.281126097,3.112383369,43.35,3.22,-275.0,1.0,-137.0,276.0,li̲[,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Ensérune,B.01.320,HER.02.320,]nti+[,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Incierta: desde mediados del s. III a.C. hasta el cambio de Era.,43.281126097,3.112383369,43.35,3.22,-275.0,1.0,-137.0,276.0,]nti+[,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Ensérune,B.01.321,HER.02.321,]to,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,,INCISION,LEVANTINO,NO DUAL,CARECE,Incierta: desde mediados del s. III a.C. hasta el cambio de Era.,43.281126097,3.112383369,43.35,3.22,-275.0,1.0,-137.0,276.0,]to,CERAMICA,1,RECIPIENTE,1,3,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Ensérune,B.01.322,HER.02.322,]ḅiuŕdan,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,DUAL,CARECE,Finales del s. V - s. III a. E.,43.281126097,3.112383369,43.35,3.22,-421.0,-201.0,-311.0,220.0,]ḅiuŕdan,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,DUAL,2,CARECE,1
Ensérune,B.01.323,HER.02.323,]ista,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,DUAL,CARECE,Finales del s. V - s. III a. E.,43.281126097,3.112383369,43.35,3.22,-421.0,-201.0,-311.0,220.0,]ista,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,DUAL,2,CARECE,1
Ensérune,B.01.324,HER.02.324,a) alo* b) III tau IIIII,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,DUAL,,Fin. s. II a.E. - I a.E.,43.281126097,3.112383369,43.35,3.22,-121.0,-1.0,-61.0,120.0,a) alo* b) III tau IIIII,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,DUAL,2,,2
Ensérune,B.01.325,HER.02.325,]atienḿi,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,DUAL,CARECE,Finales s. V - s. III a.E.,43.281126097,3.112383369,43.35,3.22,-421.0,-201.0,-311.0,220.0,]atienḿi,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,DUAL,2,CARECE,1
Ensérune,B.01.326,HER.02.326,ạ+[--]tigaŕatu,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,DUAL,,Indeterminada.,43.281126097,3.112383369,43.35,3.22,,,,,ạ+[---]]tigaŕatu,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,DUAL,2,,2
Ensérune,B.01.327,HER.02.327,kaie,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,VERTICAL,INCISION,LEVANTINO,NO DUAL,,Indeterminada.,43.281126097,3.112383369,43.35,3.22,,,,,kaie,CERAMICA,1,RECIPIENTE,1,4,INCISION,1,LEVANTINO,1,NO DUAL,1,,2
Ensérune,B.01.328,HER.02.328,a) kaṇịo b) a[,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,DUAL,,Indeterminada.,43.281126097,3.112383369,43.35,3.22,,,,,a) kaṇịo b) a[,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,DUAL,2,,2
Ensérune,B.01.329,HER.02.329,l̲i̲k̲i̱ụ,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,DUAL,,Indeterminada.,43.281126097,3.112383369,43.35,3.22,,,,,l̲i̲k̲i̱ụ,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,DUAL,2,,2
Ensérune,B.01.330,HER.02.330,tidor,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,DUAL,,Indeterminada.,43.281126097,3.112383369,43.35,3.22,,,,,tidor,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,DUAL,2,,2
Ensérune,B.01.331,HER.02.331,tiuiś,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,,Indeterminada.,43.281126097,3.112383369,43.35,3.22,,,,,tiuiś,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,,2
Ensérune,B.01.332,HER.02.332,toutoŕ+[,Nissan-lez-Enserune,Hérault,CERAMICA,RECIPIENTE,VERTICAL,INCISION,LEVANTINO,DUAL,,Indeterminada.,43.281126097,3.112383369,43.35,3.22,,,,,toutoŕ+[,CERAMICA,1,RECIPIENTE,1,4,INCISION,1,LEVANTINO,1,DUAL,2,,2
